TIME,TEMP,HUM,BATT,LIGHT,NOISE_A,PRESS,CCS811_VOCS,CCS811_ECO2,GPS_FIX,GPS_LAT,GPS_LONG,GPS_ALT,GPS_SPEED,GPS_HDOP,GPS_SATNUM,PM_1,PM_25,PM_10
2020-10-01 05:05:35+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:05:40+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:05:45+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:05:50+02:00,22.76,63.02,98.0,0.0,24.35,101.0,3.0,422.0,3.0,41.39663,2.194323,93.88,,289.0,7.0,2.0,2.0,2.0
2020-10-01 05:05:55+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:06:00+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:06:05+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:06:10+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:06:15+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:06:20+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:06:25+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:06:30+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:06:35+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:06:40+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:06:45+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:06:50+02:00,22.77,63.08,98.0,0.0,28.27,101.0,3.0,422.0,3.0,41.396701,2.194323,93.88,,289.0,7.0,4.0,4.0,4.0
2020-10-01 05:06:55+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:07:00+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:07:05+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:07:10+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:07:15+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:07:20+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:07:25+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:07:30+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:07:35+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:07:40+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:07:45+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:07:50+02:00,22.76,63.07,98.0,0.0,24.96,101.0,4.0,427.0,3.0,41.396739000000004,2.194266,102.86,,376.0,7.0,4.0,4.0,9.0
2020-10-01 05:07:55+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:08:00+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:08:05+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:08:10+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:08:15+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:08:20+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:08:25+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:08:30+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:08:35+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:08:40+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:08:45+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:08:50+02:00,22.73,63.03,98.0,0.0,26.08,101.0,0.0,400.0,3.0,41.396851,2.19435,116.49,,263.0,7.0,3.0,3.0,3.0
2020-10-01 05:08:55+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:09:00+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:09:05+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:09:10+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:09:15+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:09:20+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:09:25+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:09:30+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:09:35+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:09:40+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:09:45+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:09:50+02:00,22.74,63.04,98.0,0.0,25.76,101.0,0.0,400.0,3.0,41.3968,2.194369,81.99,,291.0,7.0,2.0,3.0,3.0
2020-10-01 05:09:55+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:10:00+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:10:05+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:10:10+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:10:15+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:10:20+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:10:25+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:10:30+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:10:35+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:10:40+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:10:45+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:10:50+02:00,22.77,63.1,98.0,0.0,33.47,101.0,9.0,464.0,3.0,41.396771,2.194329,93.62,,266.0,7.0,4.0,5.0,5.0
2020-10-01 05:10:55+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:11:00+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:11:05+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:11:10+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:11:15+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:11:20+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:11:25+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:11:30+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:11:35+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:11:40+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:11:45+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:11:50+02:00,22.74,63.04,98.0,0.0,26.62,101.0,3.0,426.0,3.0,41.39679,2.194292,99.99,,494.0,5.0,9.0,10.0,10.0
2020-10-01 05:11:55+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:12:00+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:12:05+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:12:10+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:12:15+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:12:20+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:12:25+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:12:30+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:12:35+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:12:40+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:12:45+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:12:50+02:00,22.73,63.0,98.0,0.0,35.08,100.99,6.0,442.0,3.0,41.396741999999996,2.1942880000000002,100.67,,266.0,7.0,2.0,3.0,3.0
2020-10-01 05:12:55+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:13:00+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:13:05+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:13:10+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:13:15+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:13:20+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:13:25+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:13:30+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:13:35+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:13:40+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:13:45+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:13:50+02:00,22.77,63.03,98.0,0.0,26.36,101.0,10.0,470.0,3.0,41.396707,2.19424,111.56,,257.0,8.0,4.0,4.0,4.0
2020-10-01 05:13:55+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:14:00+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:14:05+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:14:10+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:14:15+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:14:20+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:14:25+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:14:30+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:14:35+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:14:40+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:14:45+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:14:50+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:14:55+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:15:00+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:15:05+02:00,22.76,63.01,98.0,0.0,28.74,100.99,6.0,445.0,3.0,41.396741999999996,2.194344,75.33,1.43,310.0,7.0,3.0,3.0,3.0
2020-10-01 05:15:10+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:15:15+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:15:20+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:15:25+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:15:30+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:15:35+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:15:40+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:15:45+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:15:50+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:15:55+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:16:00+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:16:05+02:00,22.73,63.08,98.0,0.0,24.31,100.99,5.0,438.0,3.0,41.396746,2.194344,75.33,,310.0,7.0,3.0,5.0,13.0
2020-10-01 05:16:10+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:16:15+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:16:20+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:16:25+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:16:30+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:16:35+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:16:40+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:16:45+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:16:50+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:16:55+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:17:00+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:17:05+02:00,22.73,63.01,98.0,0.0,27.04,101.0,5.0,438.0,3.0,41.396726,2.194355,78.96,,228.0,8.0,2.0,2.0,2.0
2020-10-01 05:17:10+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:17:15+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:17:20+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:17:25+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:17:30+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:17:35+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:17:40+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:17:45+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:17:50+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:17:55+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:18:00+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:18:05+02:00,22.74,63.08,98.0,0.0,25.59,100.99,10.0,470.0,3.0,41.396733000000005,2.194419,63.25,,274.0,7.0,4.0,6.0,6.0
2020-10-01 05:18:10+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:18:15+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:18:20+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:18:25+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:18:30+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:18:35+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:18:40+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:18:45+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:18:50+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:18:55+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:19:00+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:19:05+02:00,22.73,62.99,98.0,0.0,25.98,101.0,6.0,445.0,3.0,41.396733000000005,2.194451,68.92,,316.0,7.0,4.0,4.0,4.0
2020-10-01 05:19:10+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:19:15+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:19:20+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:19:25+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:19:30+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:19:35+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:19:40+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:19:45+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:19:50+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:19:55+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:20:00+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:20:05+02:00,22.7,63.06,98.0,0.0,23.77,100.99,11.0,477.0,3.0,41.396671999999995,2.194229,115.19,,323.0,6.0,3.0,3.0,3.0
2020-10-01 05:20:10+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:20:15+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:20:20+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:20:25+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:20:30+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:20:35+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:20:40+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:20:45+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:20:50+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:20:55+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:21:00+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:21:05+02:00,22.71,63.02,98.0,0.0,22.99,101.0,9.0,464.0,3.0,41.396716999999995,2.1943330000000003,91.36,,266.0,7.0,4.0,4.0,4.0
2020-10-01 05:21:10+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:21:15+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:21:20+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:21:25+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:21:30+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:21:35+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:21:40+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:21:45+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:21:50+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:21:55+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:22:00+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:22:05+02:00,22.68,63.03,98.0,0.0,28.88,100.99,10.0,470.0,3.0,41.396778000000005,2.19428,94.59,,255.0,8.0,7.0,7.0,7.0
2020-10-01 05:22:10+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:22:15+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:22:20+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:22:25+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:22:30+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:22:35+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:22:40+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:22:45+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:22:50+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:22:55+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:23:00+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:23:05+02:00,22.71,63.06,98.0,0.0,24.15,101.0,10.0,470.0,3.0,41.396786999999996,2.1943099999999998,89.86,,184.0,8.0,3.0,5.0,12.0
2020-10-01 05:23:10+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:23:15+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:23:20+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:23:25+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:23:30+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:23:35+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:23:40+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:23:45+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:23:50+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:23:55+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:24:00+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:24:05+02:00,22.71,63.05,98.0,0.0,30.1,101.0,11.0,477.0,3.0,41.396845,2.194286,93.76,,193.0,8.0,6.0,8.0,8.0
2020-10-01 05:24:10+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:24:15+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:24:20+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:24:25+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:24:30+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:24:35+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:24:40+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:24:45+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:24:50+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:24:55+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:25:00+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:25:05+02:00,22.7,63.11,98.0,0.0,26.34,101.0,11.0,477.0,3.0,41.396864,2.194187,103.44,,183.0,8.0,7.0,9.0,16.0
2020-10-01 05:25:10+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:25:15+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:25:20+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:25:25+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:25:30+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:25:35+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:25:40+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:25:45+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:25:50+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:25:55+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:26:00+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:26:05+02:00,22.74,63.07,98.0,0.0,25.19,100.99,10.0,470.0,3.0,41.396842,2.194257,88.33,,202.0,7.0,3.0,3.0,3.0
2020-10-01 05:26:10+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:26:15+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:26:20+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:26:25+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:26:30+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:26:35+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:26:40+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:26:45+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:26:50+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:26:55+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:27:00+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:27:05+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:27:10+02:00,22.71,63.03,98.0,0.0,25.32,100.99,14.0,492.0,3.0,41.396774,2.194296,80.06,,229.0,8.0,2.0,2.0,2.0
2020-10-01 05:27:15+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:27:20+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:27:25+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:27:30+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:27:35+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:27:40+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:27:45+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:27:50+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:27:55+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:28:00+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:28:05+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:28:10+02:00,22.71,63.06,98.0,0.0,24.11,100.99,11.0,477.0,3.0,41.396822,2.194156,102.93,,176.0,9.0,5.0,5.0,5.0
2020-10-01 05:28:15+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:28:20+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:28:25+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:28:30+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:28:35+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:28:40+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:28:45+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:28:50+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:28:55+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:29:00+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:29:05+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:29:10+02:00,22.71,63.03,98.0,0.0,26.14,100.98,12.0,481.0,3.0,41.396781,2.19435,77.86,,185.0,8.0,3.0,3.0,3.0
2020-10-01 05:29:15+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:29:20+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:29:25+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:29:30+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:29:35+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:29:40+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:29:45+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:29:50+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:29:55+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:30:00+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:30:05+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:30:10+02:00,22.71,62.99,98.0,0.0,25.98,100.99,10.0,470.0,3.0,41.396797,2.194408,66.56,,186.0,8.0,4.0,4.0,4.0
2020-10-01 05:30:15+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:30:20+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:30:25+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:30:30+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:30:35+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:30:40+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:30:45+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:30:50+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:30:55+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:31:00+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:31:05+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:31:10+02:00,22.7,63.0,98.0,0.0,29.11,100.99,11.0,477.0,3.0,41.396797,2.194334,78.48,,197.0,8.0,2.0,2.0,8.0
2020-10-01 05:31:15+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:31:20+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:31:25+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:31:30+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:31:35+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:31:40+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:31:45+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:31:50+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:31:55+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:32:00+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:32:05+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:32:10+02:00,22.7,63.04,98.0,0.0,38.12,100.99,11.0,477.0,3.0,41.396768,2.1943799999999998,76.78,,193.0,8.0,5.0,5.0,5.0
2020-10-01 05:32:15+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:32:20+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:32:25+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:32:30+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:32:35+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:32:40+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:32:45+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:32:50+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:32:55+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:33:00+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:33:05+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:33:10+02:00,22.7,63.01,98.0,0.0,26.67,100.99,12.0,481.0,3.0,41.396864,2.194233,74.19,,172.0,10.0,4.0,4.0,4.0
2020-10-01 05:33:15+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:33:20+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:33:25+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:33:30+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:33:35+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:33:40+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:33:45+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:33:50+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:33:55+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:34:00+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:34:05+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:34:10+02:00,22.68,62.99,98.0,0.0,26.76,100.98,11.0,477.0,3.0,41.396809999999995,2.194222,86.86,,208.0,8.0,9.0,10.0,18.0
2020-10-01 05:34:15+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:34:20+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:34:25+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:34:30+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:34:35+02:00,,,,,,,,,,,,,,,,,,
2020-10-01 05:34:40+02:00,,,,,,,,,,,,,,,,,,
